date_time,open,high,low,close,cum_vol,cum_dollar,cum_ticks
2015-01-02 17:11:07.124,2046.5,2051.25,2046.25,2050.5,34160,70004435.0,11204
2015-01-02 17:30:55.709,2050.5,2050.75,2047.0,2047.75,34169,70001553.5,13667
2015-01-02 17:48:49.793,2047.75,2050.5,2045.5,2045.5,34168,70001868.5,13198
2015-01-02 18:12:28.096,2045.5,2047.5,2044.5,2044.75,34228,70024502.5,11898
2015-01-02 18:31:31.004,2044.75,2046.5,2041.0,2041.5,34254,70004383.0,11874
2015-01-02 18:53:22.055,2041.5,2042.5,2038.75,2042.5,34305,70005966.5,12949
2015-01-02 19:08:52.976,2042.5,2046.5,2042.0,2046.5,34248,70000998.75,12117
2015-01-02 19:29:46.490,2046.5,2049.25,2044.5,2046.75,34203,70001981.75,13123
2015-01-02 19:48:25.876,2046.75,2049.75,2045.5,2047.25,34185,70003746.25,12090
2015-01-02 20:05:22.707,2047.25,2050.25,2046.0,2047.0,34179,70000595.75,12494
2015-01-02 20:20:41.993,2047.0,2048.0,2043.25,2046.5,34221,70001817.5,12447
2015-01-02 20:37:26.999,2046.5,2050.5,2046.5,2050.5,34177,70002680.75,10654
2015-01-02 20:47:02.488,2050.5,2054.5,2048.75,2054.0,34118,70000333.25,10915
2015-01-02 20:57:10.954,2054.0,2055.75,2052.75,2054.0,34076,70000564.25,11295
2015-01-02 20:59:57.559,2054.0,2054.0,2051.0,2051.0,34118,70019800.75,8503
2015-01-02 21:00:28.686,2051.0,2051.0,2046.5,2047.0,34157,70000639.75,6438
2015-01-02 21:06:49.282,2047.0,2049.0,2045.25,2048.25,34194,70004966.0,9542
2015-01-04 23:20:12.567,2048.25,2049.0,2039.5,2040.75,34217,70002519.5,10734
2015-01-05 03:37:42.912,2040.75,2044.0,2036.5,2043.75,34301,70002059.75,16285
2015-01-05 08:21:37.801,2043.75,2047.75,2040.75,2044.75,34252,70012299.25,16815
2015-01-05 10:27:41.882,2044.75,2048.25,2042.5,2043.0,34232,70009758.0,16090
2015-01-05 12:42:45.989,2043.0,2044.0,2040.0,2043.0,34290,70011950.0,15116
2015-01-05 13:42:46.868,2043.0,2043.75,2036.75,2037.0,34312,70015550.25,12002
2015-01-05 14:11:08.578,2037.0,2038.0,2034.75,2037.0,34377,70020836.0,11522
2015-01-05 14:30:57.874,2037.0,2040.5,2036.5,2039.25,34351,70031641.75,12068
2015-01-05 14:37:05.979,2039.25,2040.0,2037.0,2037.0,34339,70004530.25,13068
2015-01-05 14:40:42.612,2037.0,2037.25,2033.5,2034.0,34412,70032398.0,11769
2015-01-05 14:44:56.036,2034.0,2036.5,2032.5,2036.25,34414,70002162.0,12282
2015-01-05 14:49:36.175,2036.25,2036.75,2031.75,2032.5,34429,70021162.5,12699
2015-01-05 14:54:26.286,2032.5,2033.0,2030.0,2030.25,34478,70028368.5,11202
2015-01-05 14:57:13.616,2030.25,2030.5,2027.25,2029.25,34511,70008424.25,10941
2015-01-05 15:01:57.494,2029.25,2029.75,2025.5,2026.5,34525,70002144.25,12045
2015-01-05 15:07:29.012,2026.5,2029.75,2025.75,2029.25,34514,70008196.0,12257
2015-01-05 15:13:09.655,2029.25,2031.25,2027.25,2028.25,34493,70002290.25,12276
2015-01-05 15:22:28.576,2028.25,2030.25,2026.75,2028.0,34513,70000075.75,13083
2015-01-05 15:29:07.142,2028.0,2031.5,2027.5,2029.25,34490,70004963.5,11561
2015-01-05 15:35:09.056,2029.25,2029.5,2025.25,2025.75,34541,70003765.25,12792
2015-01-05 15:40:45.114,2025.75,2025.75,2023.25,2023.25,34578,70005591.25,12053
2015-01-05 15:45:52.901,2023.25,2023.75,2021.25,2022.5,34617,70008717.75,11921
2015-01-05 15:52:01.408,2022.5,2026.75,2022.5,2025.5,34579,70019814.25,11453
2015-01-05 16:00:23.802,2025.5,2027.25,2023.75,2024.25,34558,70009399.0,11942
2015-01-05 16:10:05.172,2024.25,2024.5,2021.25,2021.25,34600,70001832.5,12424
2015-01-05 16:15:59.512,2021.25,2023.5,2019.75,2021.0,34626,70001583.5,12016
2015-01-05 16:21:16.062,2021.0,2021.25,2017.75,2019.0,34666,70001332.25,10665
2015-01-05 16:26:44.590,2019.0,2021.25,2018.75,2020.5,34669,70030659.25,11689
2015-01-05 16:33:29.331,2020.5,2020.75,2018.0,2019.25,34667,70001894.5,12062
2015-01-05 16:42:03.177,2019.25,2023.25,2018.75,2022.75,34643,70002329.75,12593
2015-01-05 16:49:40.508,2022.75,2025.25,2022.5,2023.75,34586,70001326.5,11278
2015-01-05 17:01:44.988,2023.75,2025.25,2022.0,2023.5,34614,70056280.75,12571
2015-01-05 17:17:04.203,2023.5,2024.25,2019.0,2019.75,34629,70004422.5,12583
2015-01-05 17:26:59.327,2019.75,2020.75,2017.25,2017.5,34674,70002037.75,11843
2015-01-05 17:32:22.888,2017.5,2017.75,2013.75,2014.75,34732,70004715.75,11336
2015-01-05 17:40:09.200,2014.75,2017.75,2014.0,2017.5,34727,70001539.5,10910
2015-01-05 17:56:22.566,2017.5,2018.75,2014.25,2014.75,34714,70012918.5,13454
2015-01-05 18:06:47.164,2014.75,2015.75,2012.75,2014.25,34749,70001425.75,12757
2015-01-05 18:18:02.852,2014.25,2016.75,2012.0,2013.5,34759,70003992.75,12863
2015-01-05 18:30:11.492,2013.5,2014.75,2011.5,2013.0,34776,70008468.75,12647
2015-01-05 18:42:05.211,2013.0,2017.5,2012.5,2016.75,34728,70001469.0,13133
2015-01-05 18:56:38.303,2016.75,2017.75,2013.5,2015.0,34731,70009652.0,12184
2015-01-05 19:08:14.153,2015.0,2017.5,2013.0,2015.0,34742,70004825.0,11851
2015-01-05 19:18:59.283,2015.0,2015.75,2011.75,2013.75,34764,70003669.75,10995
2015-01-05 19:29:56.038,2013.75,2016.25,2012.5,2013.25,34756,70006372.75,11013
2015-01-05 19:41:06.822,2013.25,2014.25,2011.25,2013.0,34797,70029625.75,11900
2015-01-05 19:53:07.211,2013.0,2014.5,2009.75,2010.5,34803,70001852.75,11417
2015-01-05 20:02:52.937,2010.75,2013.25,2009.5,2011.75,34821,70034593.5,10997
2015-01-05 20:12:36.935,2011.75,2015.25,2009.75,2014.25,34783,70000573.75,11120
2015-01-05 20:24:35.205,2014.5,2015.0,2011.75,2015.0,34985,70443368.75,11459
2015-01-05 20:36:52.310,2015.0,2015.75,2012.5,2013.0,34774,70039501.5,10525
2015-01-05 20:43:58.336,2013.0,2017.5,2012.25,2014.75,34738,70003792.75,10180
2015-01-05 20:50:29.765,2014.75,2017.0,2014.0,2015.75,34738,70004369.75,9747
2015-01-05 20:55:15.175,2015.75,2019.75,2015.5,2018.5,34699,70012886.25,9396
2015-01-05 20:58:40.241,2018.5,2019.25,2014.25,2014.5,34729,70040147.0,8641
2015-01-05 20:59:52.713,2014.5,2015.0,2012.75,2013.75,34759,70002752.75,7000
2015-01-05 21:00:02.330,2013.75,2014.5,2012.25,2012.5,34769,70006604.5,5142
2015-01-05 21:04:03.599,2012.75,2015.5,2012.25,2014.0,34761,70001980.25,6315
2015-01-05 21:14:39.330,2014.0,2018.5,2013.5,2016.0,34713,70001976.75,8166
2015-01-06 02:16:54.528,2016.0,2020.5,2015.0,2015.75,34741,70085453.5,12235
2015-01-06 08:03:25.601,2015.75,2019.5,2013.0,2018.25,34724,70003956.0,15913
2015-01-06 09:15:06.306,2018.25,2018.75,2011.5,2013.0,34749,70002084.5,16658
2015-01-06 11:18:19.521,2013.0,2016.5,2011.5,2016.5,34797,70075269.75,18123
2015-01-06 12:05:40.394,2016.5,2022.5,2016.0,2020.25,34670,70019959.0,12431
2015-01-06 13:07:13.855,2020.25,2021.5,2017.25,2020.25,34664,70003357.25,13172
2015-01-06 13:48:17.273,2020.25,2021.0,2013.5,2016.5,34713,70004536.25,13161
2015-01-06 14:30:04.973,2016.5,2018.5,2014.5,2018.25,34713,70015643.5,13366
2015-01-06 14:34:45.441,2018.25,2019.25,2014.75,2018.75,34712,70001522.25,13607
2015-01-06 14:39:52.557,2018.75,2020.25,2016.0,2016.5,34687,70003388.5,13084
2015-01-06 14:45:12.278,2016.25,2016.5,2013.25,2014.75,34740,70001561.0,13902
2015-01-06 14:52:04.655,2014.75,2018.5,2014.5,2018.0,34712,70001219.0,13799
2015-01-06 15:01:01.702,2018.0,2019.5,2014.0,2014.75,34701,70004491.25,12055
2015-01-06 15:06:20.346,2014.75,2017.5,2013.5,2016.0,34740,70008128.75,13484
2015-01-06 15:13:19.811,2016.0,2016.75,2012.75,2016.75,34745,70000082.5,13584
2015-01-06 15:16:04.445,2016.75,2021.75,2016.75,2021.5,34658,70004189.0,10801
2015-01-06 15:22:16.841,2021.5,2023.25,2020.25,2022.75,34687,70128994.75,10609
2015-01-06 15:30:43.982,2022.75,2023.5,2021.0,2021.25,34615,70003611.75,9600
2015-01-06 15:38:44.083,2021.25,2022.25,2017.5,2018.25,34660,70002520.0,10930
2015-01-06 15:46:15.037,2018.25,2018.75,2013.75,2013.75,34718,70000590.0,11764
2015-01-06 15:50:10.601,2013.75,2014.75,2010.25,2012.0,34784,70002779.75,9662
2015-01-06 15:57:59.243,2012.0,2013.75,2010.0,2011.0,34904,70223126.25,11299
2015-01-06 16:01:22.225,2011.0,2011.75,2006.75,2007.0,34846,70007384.75,9793
2015-01-06 16:04:42.703,2007.0,2007.0,2004.0,2006.5,34904,70001464.75,9657
2015-01-06 16:11:27.929,2006.5,2008.25,2005.5,2005.75,34885,70000257.5,10350
2015-01-06 16:19:16.542,2005.75,2008.25,2003.25,2003.25,34895,70009137.75,11350
2015-01-06 16:23:23.744,2003.25,2005.0,2001.5,2002.75,34949,70005688.0,10109
2015-01-06 16:30:23.053,2002.75,2003.75,2000.5,2000.75,34965,70005999.75,10690
2015-01-06 16:35:18.127,2000.75,2002.5,1999.0,1999.75,34995,70009303.0,10404
2015-01-06 16:40:02.336,1999.75,1999.75,1996.5,1997.25,35035,70000804.75,10076
2015-01-06 16:44:48.791,1997.25,1998.5,1994.5,1994.75,35078,70040276.5,9291
2015-01-06 16:51:00.890,1994.75,1997.75,1994.25,1996.5,35064,70002554.25,10594
2015-01-06 16:59:34.232,1996.5,1998.0,1994.5,1996.5,35067,70002519.0,11530
2015-01-06 17:04:55.899,1996.5,1996.5,1992.0,1992.25,35110,70000842.25,11396
2015-01-06 17:09:12.134,1992.25,1993.5,1989.25,1990.5,35158,70003762.75,10895
2015-01-06 17:14:42.428,1990.5,1993.75,1989.5,1993.5,35149,70010588.75,10582
2015-01-06 17:22:42.700,1993.5,1994.0,1989.25,1990.5,35147,70000252.0,10662
2015-01-06 17:30:13.432,1990.5,1992.75,1987.75,1991.75,35171,70001472.0,11272
2015-01-06 17:37:56.548,1991.75,1995.75,1990.5,1995.5,35128,70014116.25,9714
2015-01-06 17:43:33.890,1995.5,1997.25,1995.25,1996.25,35066,70001235.75,11233
2015-01-06 17:52:10.837,1996.25,1996.5,1992.75,1995.25,35099,70004969.75,11241
2015-01-06 18:03:43.636,1995.25,1998.0,1994.5,1994.75,35067,70009102.25,10988
2015-01-06 18:11:14.630,1994.75,1995.0,1989.5,1990.5,35144,70000035.0,10530
2015-01-06 18:20:27.201,1990.5,1992.0,1986.75,1987.75,35192,70001527.5,11589
2015-01-06 18:27:01.503,1987.75,1988.25,1984.25,1985.75,35278,70064064.75,10678
2015-01-06 18:33:29.219,1985.75,1990.5,1985.0,1990.5,35213,70012202.75,10572
2015-01-06 18:41:57.986,1990.5,1991.5,1986.5,1988.5,35307,70231084.0,10279
2015-01-06 18:55:26.862,1988.5,1992.75,1987.0,1990.25,35180,70012524.0,11564
2015-01-06 19:03:11.469,1990.25,1996.5,1989.25,1995.5,35127,70003255.75,10824
2015-01-06 19:13:34.306,1995.5,1996.0,1990.0,1990.0,35120,70000960.25,11635
2015-01-06 19:24:27.237,1990.0,1994.5,1988.75,1993.25,35166,70030101.5,11462
2015-01-06 19:32:17.786,1993.25,1998.5,1992.5,1997.0,35071,70000051.0,10471
2015-01-06 19:42:28.990,1997.0,1999.5,1995.25,1998.75,35049,70005794.75,10646
2015-01-06 19:48:26.783,1998.75,2003.5,1998.5,2002.25,34969,70000129.5,10330
2015-01-06 19:53:58.683,2002.25,2006.0,2002.25,2005.25,35066,70268353.5,9991
2015-01-06 20:02:04.490,2005.25,2005.5,1999.75,2002.0,34966,70000500.5,11227
2015-01-06 20:11:22.403,2002.0,2003.25,1999.0,2001.5,34983,70000455.5,11139
2015-01-06 20:22:14.201,2001.5,2005.75,2001.25,2005.75,34932,70002085.75,12238
2015-01-06 20:26:11.089,2005.75,2010.0,2004.75,2005.25,34870,70004293.75,10131
2015-01-06 20:33:57.610,2005.25,2009.25,2005.0,2006.75,34876,70006328.5,11523
2015-01-06 20:40:20.473,2006.75,2007.25,2000.5,2001.0,34941,70005259.25,10892
2015-01-06 20:47:07.769,2001.0,2005.75,2000.5,2003.5,34967,70043231.75,11153
2015-01-06 20:53:23.960,2003.5,2006.25,2000.5,2000.75,34942,70005059.75,10263
2015-01-06 20:57:40.798,2000.75,2001.25,1995.25,1996.25,35032,70001840.5,9462
2015-01-06 20:59:59.035,1996.25,1996.75,1994.25,1995.25,35083,70002683.25,8865
2015-01-06 21:01:44.839,1995.25,1995.25,1992.0,1992.5,35105,70003769.25,6323
2015-01-06 21:14:30.737,1992.5,1995.75,1992.25,1994.75,35105,70008561.5,9100
2015-01-07 01:30:12.783,1994.75,2000.25,1993.75,1999.5,35061,70000830.75,11201
2015-01-07 08:09:01.757,1999.5,2002.75,1998.0,2001.5,34989,70001818.75,17493
2015-01-07 09:31:11.988,2001.5,2003.0,1997.75,1998.25,34985,70003841.5,16980
2015-01-07 10:55:23.194,1998.25,2008.0,1997.0,2008.0,34942,70000565.25,14241
2015-01-07 12:09:28.649,2008.0,2009.5,2005.75,2008.75,34872,70000351.75,14236
2015-01-07 13:06:58.746,2008.75,2011.75,2006.0,2010.5,34852,70004186.5,13344
2015-01-07 13:44:14.208,2010.5,2014.25,2008.75,2008.75,34809,70001093.75,12364
2015-01-07 14:29:24.746,2008.75,2012.0,2008.5,2010.25,34821,70006099.5,13339
2015-01-07 14:33:02.573,2010.25,2012.0,2008.5,2009.0,34827,70012120.0,12243
2015-01-07 14:37:43.906,2009.0,2012.5,2007.5,2012.5,34827,70000371.5,14204
2015-01-07 14:43:21.106,2012.5,2013.5,2009.5,2012.0,34799,70000461.5,14231
2015-01-07 14:50:01.489,2012.0,2013.5,2010.25,2012.75,34797,70008480.0,14328
2015-01-07 14:55:27.024,2012.75,2015.75,2011.5,2014.0,34750,70002970.75,12908
2015-01-07 15:02:09.044,2014.0,2018.25,2013.75,2017.75,34734,70017770.75,12336
2015-01-07 15:10:50.900,2017.75,2017.75,2014.5,2014.5,34716,70004160.75,12853
2015-01-07 15:17:57.952,2014.5,2015.5,2012.75,2014.5,34757,70000632.5,12838
2015-01-07 15:26:31.254,2014.5,2016.0,2010.75,2011.25,34761,70000901.25,12592
2015-01-07 15:32:39.063,2011.25,2013.0,2009.0,2009.0,34812,70014242.0,12858
2015-01-07 15:40:41.713,2009.0,2013.25,2006.0,2006.5,34877,70111070.25,13191
2015-01-07 15:48:34.201,2006.25,2012.0,2005.75,2011.75,34868,70033173.0,13436
2015-01-07 15:58:47.211,2011.75,2015.0,2011.5,2011.75,34772,70004104.5,13706
2015-01-07 16:08:12.102,2011.75,2014.25,2008.5,2009.75,34803,70000176.25,13717
2015-01-07 16:16:37.978,2009.75,2010.75,2006.0,2007.25,34856,70001277.25,12658
2015-01-07 16:26:21.761,2007.25,2009.0,2005.75,2006.75,34874,70007516.25,13861
2015-01-07 16:32:15.478,2006.75,2008.5,2004.75,2008.25,34889,70007356.0,12043
2015-01-07 16:38:30.780,2008.25,2011.25,2008.0,2010.0,34828,70000292.5,11125
2015-01-07 16:49:46.974,2010.0,2013.0,2009.25,2013.0,34808,70002537.5,12112
2015-01-07 16:55:16.638,2013.0,2017.25,2012.5,2017.25,34745,70000093.0,10407
2015-01-07 16:59:48.815,2017.25,2019.25,2016.25,2018.25,34704,70025453.25,9995
2015-01-07 17:04:39.979,2018.25,2021.75,2018.25,2018.75,34659,70013302.5,9812
2015-01-07 17:08:57.964,2018.75,2023.25,2017.5,2023.0,34706,70093572.75,9279
2015-01-07 17:13:11.208,2023.0,2023.75,2017.5,2017.75,34646,70001239.75,9018
2015-01-07 17:22:17.279,2017.75,2020.5,2016.75,2020.0,34793,70233027.5,10253
2015-01-07 17:35:30.573,2020.0,2021.75,2017.75,2019.25,34673,70034456.25,12172
2015-01-07 17:57:41.012,2019.25,2020.5,2017.5,2018.75,34675,70000343.75,12984
2015-01-07 18:20:03.334,2018.75,2020.0,2015.5,2018.0,34693,70001077.0,13160
2015-01-07 18:35:53.614,2018.0,2018.25,2013.5,2016.5,34747,70019841.0,13010
2015-01-07 19:00:26.853,2016.5,2020.0,2015.25,2016.0,34690,70001164.0,13654
2015-01-07 19:05:12.130,2016.0,2021.25,2014.25,2017.5,34681,70000733.75,13232
2015-01-07 19:14:21.578,2017.5,2021.75,2016.5,2018.0,34667,70006296.25,12387
2015-01-07 19:26:34.456,2018.0,2020.0,2015.25,2017.5,34729,70074399.75,12489
2015-01-07 19:39:58.897,2017.5,2021.5,2017.0,2019.25,34667,70001510.0,11048
2015-01-07 19:56:27.743,2019.25,2019.75,2014.5,2016.25,34706,70009811.75,11391
2015-01-07 20:12:10.291,2016.25,2018.75,2013.75,2016.5,34724,70004632.5,11715
2015-01-07 20:29:45.987,2016.5,2018.25,2013.75,2017.5,34723,70001626.75,11574
2015-01-07 20:46:33.257,2017.5,2019.25,2015.25,2017.0,34706,70003774.75,11450
2015-01-07 20:57:01.414,2017.0,2018.75,2016.0,2017.75,34696,70001585.75,10988
2015-01-07 20:59:47.336,2018.0,2019.25,2017.0,2019.0,34695,70024865.25,8395
2015-01-07 21:00:13.228,2019.0,2020.5,2018.5,2019.25,34665,70002372.0,5652
2015-01-07 21:07:34.480,2019.25,2019.5,2017.75,2018.5,34678,70003238.0,6452
2015-01-08 00:57:49.568,2018.5,2022.25,2017.75,2021.5,34658,70000321.75,9560
2015-01-08 01:48:57.964,2021.5,2038.25,2021.0,2037.25,34490,70003975.75,16212
2015-01-08 05:47:32.006,2037.25,2038.5,2031.25,2032.75,34436,70038524.75,16756
2015-01-08 08:51:02.751,2032.75,2035.5,2030.5,2033.0,34434,70000967.5,16272
2015-01-08 11:20:19.427,2033.0,2037.5,2031.5,2037.25,34429,70000480.75,15263
2015-01-08 12:23:50.674,2037.25,2041.0,2035.75,2039.25,34345,70001491.5,13462
2015-01-08 13:24:18.936,2039.25,2039.75,2035.25,2035.25,34357,70001059.75,13220
2015-01-08 14:27:23.569,2035.25,2037.5,2033.75,2035.5,34389,70001013.0,13609
2015-01-08 14:33:28.113,2035.5,2038.0,2035.25,2037.25,34366,70000986.5,12630
2015-01-08 14:38:13.115,2037.25,2040.25,2036.75,2040.0,34338,70003830.25,13010
2015-01-08 14:42:32.124,2040.0,2042.5,2039.25,2041.5,34300,70007980.5,13235
2015-01-08 14:47:20.893,2041.5,2043.75,2041.0,2043.0,34274,70001255.75,12482
2015-01-08 14:54:32.974,2043.0,2043.75,2042.25,2043.25,34265,70001487.0,13547
2015-01-08 15:00:21.581,2043.25,2045.5,2042.5,2044.75,34250,70001808.75,12778
2015-01-08 15:05:36.442,2044.75,2046.75,2044.5,2046.25,34221,70001332.0,11618
2015-01-08 15:11:41.832,2046.25,2047.5,2044.75,2047.25,34211,70002336.25,12739
2015-01-08 15:17:38.690,2047.25,2049.0,2046.75,2047.75,34184,70003221.25,11294
2015-01-08 15:27:30.250,2047.75,2048.25,2046.25,2047.5,34190,70001704.5,11878
2015-01-08 15:38:37.789,2047.5,2048.25,2046.0,2047.25,34197,70005390.5,11825
2015-01-08 15:45:22.717,2047.25,2049.75,2046.75,2049.5,34180,70003408.5,11610
2015-01-08 15:50:15.508,2049.5,2050.75,2048.5,2049.25,34155,70007593.25,10312
2015-01-08 15:59:00.235,2049.25,2051.5,2048.0,2051.25,34262,70213950.0,11225
2015-01-08 16:02:07.055,2051.25,2053.75,2050.5,2053.0,34108,70006807.0,10699
2015-01-08 16:07:44.719,2053.0,2054.75,2052.25,2054.0,34088,70002081.25,10661
2015-01-08 16:17:44.460,2054.0,2054.5,2052.25,2053.25,34105,70023650.25,11292
2015-01-08 16:29:37.466,2053.25,2054.5,2051.25,2051.5,34101,70001927.75,11765
2015-01-08 16:41:34.954,2051.5,2052.5,2051.0,2051.25,34116,70000778.75,11487
2015-01-08 17:00:01.061,2051.25,2053.5,2051.0,2052.75,34111,70005230.75,12416
2015-01-08 17:14:02.573,2052.75,2053.25,2048.75,2049.25,34140,70018412.75,11260
2015-01-08 17:36:29.019,2049.25,2052.0,2048.75,2051.5,34143,70000488.75,12490
2015-01-08 17:59:42.306,2051.5,2053.5,2051.25,2053.5,34112,70016651.5,11369
2015-01-08 18:11:19.540,2053.5,2056.0,2052.25,2055.75,34077,70005250.75,11921
2015-01-08 18:30:27.768,2055.75,2056.25,2054.25,2055.0,34073,70026259.0,10792
2015-01-08 18:56:48.850,2055.0,2056.0,2051.75,2052.0,34083,70003434.25,12374
2015-01-08 19:10:59.018,2052.0,2052.5,2050.25,2052.25,34127,70001976.25,11593
2015-01-08 19:27:50.473,2052.25,2054.5,2050.25,2054.25,34101,70000689.25,12735
2015-01-08 19:39:36.101,2054.25,2057.25,2054.0,2057.25,34047,70000839.0,11667
2015-01-08 19:57:08.263,2057.25,2058.5,2056.0,2057.0,34024,70000624.75,11880
2015-01-08 20:15:58.008,2057.0,2057.5,2055.0,2056.75,34041,70000065.75,11851
2015-01-08 20:31:39.151,2056.75,2058.0,2055.75,2057.0,34031,70002371.25,12185
2015-01-08 20:44:00.324,2057.0,2057.25,2053.5,2053.75,34059,70002414.25,11471
2015-01-08 20:56:06.600,2053.75,2054.75,2052.75,2054.5,34081,70000091.75,11564
2015-01-08 20:59:31.880,2054.5,2055.75,2054.25,2055.5,34063,70005031.25,8238
2015-01-08 21:00:01.256,2055.5,2056.5,2055.25,2056.0,34193,70297177.25,4864
2015-01-08 21:06:00.588,2056.0,2056.25,2054.25,2054.75,34166,70224722.25,5996
2015-01-08 21:40:52.503,2054.75,2055.75,2053.0,2054.5,34094,70042240.75,6507
2015-01-09 07:30:41.047,2054.5,2055.0,2051.0,2051.0,34102,70003294.25,14350
2015-01-09 09:39:05.412,2051.0,2055.0,2049.75,2053.75,34116,70007936.0,14435
2015-01-09 11:47:24.038,2053.75,2053.75,2048.5,2048.75,34123,70005844.5,15007
2015-01-09 13:06:47.275,2048.75,2050.5,2047.0,2049.0,34173,70004192.75,12555
2015-01-09 13:31:38.711,2049.0,2056.0,2046.25,2055.75,34155,70025269.0,12720
2015-01-09 13:35:54.439,2055.75,2060.0,2054.0,2056.0,34032,70001115.25,11560
2015-01-09 13:41:02.611,2056.0,2062.0,2056.0,2058.0,33991,70006050.75,11403
2015-01-09 13:54:31.041,2058.0,2059.75,2054.5,2055.75,34029,70000139.5,12564
2015-01-09 14:29:19.229,2055.75,2060.0,2054.75,2060.0,34072,70105042.5,14176
2015-01-09 14:31:58.837,2060.0,2061.0,2056.25,2056.25,34002,70000034.0,12074
2015-01-09 14:36:01.148,2056.25,2057.0,2052.25,2052.25,34067,70000088.5,12104
2015-01-09 14:38:51.688,2052.25,2053.25,2050.5,2053.25,34126,70018394.0,11789
2015-01-09 14:44:22.108,2053.25,2056.0,2052.75,2055.5,34092,70044939.5,12973
2015-01-09 14:48:46.704,2055.5,2056.25,2049.5,2049.75,34102,70007614.75,12752
2015-01-09 14:53:15.645,2050.0,2050.75,2047.75,2050.5,34163,70001499.5,11991
2015-01-09 14:57:41.810,2050.5,2050.75,2046.25,2046.75,34174,70001782.0,12503
2015-01-09 15:02:59.709,2046.75,2049.5,2044.75,2049.0,34201,70000217.0,12016
2015-01-09 15:09:52.867,2049.0,2050.5,2046.75,2050.5,34171,70002908.0,12155
2015-01-09 15:16:35.883,2050.5,2052.25,2046.75,2047.0,34147,70001968.75,12926
2015-01-09 15:26:41.064,2047.25,2049.75,2046.0,2046.0,34184,70001127.0,13253
2015-01-09 15:29:55.741,2046.25,2046.5,2042.5,2043.5,34246,70009603.75,11488
2015-01-09 15:32:41.582,2043.5,2043.75,2038.25,2038.25,34308,70018645.0,10619
2015-01-09 15:36:45.694,2038.25,2041.5,2037.25,2041.25,34331,70001245.5,11134
2015-01-09 15:42:06.443,2041.25,2041.25,2036.0,2036.5,34344,70004343.75,11685
2015-01-09 15:48:45.215,2036.5,2040.75,2036.25,2040.75,34343,70005040.5,12124
2015-01-09 15:57:54.069,2040.75,2042.75,2038.75,2042.0,34309,70018870.25,12534
2015-01-09 16:05:30.736,2042.0,2042.75,2037.0,2038.0,34337,70018144.75,12764
2015-01-09 16:11:53.446,2038.0,2039.75,2035.25,2035.75,34363,70001435.0,11717
2015-01-09 16:17:00.682,2035.75,2036.25,2032.25,2033.25,34424,70005502.5,11302
2015-01-09 16:23:17.896,2033.25,2034.5,2031.25,2031.25,34435,70020711.75,11953
2015-01-09 16:28:37.648,2031.25,2035.5,2031.25,2034.25,34435,70027928.25,10187
2015-01-09 16:34:21.299,2034.25,2037.25,2031.25,2036.75,34414,70001880.5,11399
2015-01-09 16:45:42.472,2036.75,2038.25,2035.5,2037.25,34369,70005109.5,11404
2015-01-09 16:53:47.270,2037.25,2040.5,2037.25,2039.25,34330,70006765.0,10526
